Location of Private Lateral,Zipcode,"Date of WW
Release",lat,long
"5309 Wipprecht St, Houston, Texas, 77026",77026,2021-05-07,29.8087484,-95.3227697999999
"5006 Jackson St, Houston, Texas, 77004",77004,2021-05-07,29.7258989,-95.3808887
"7647 Oak Vista St, Houston, Texas, 77087",77087,2021-05-06,29.6796638,-95.2874361
"900 Jewett St, Houston, Texas, 77009",77009,2021-05-07,29.7992165999999,-95.3756957
"1999 Tellepsen St, Houston, Texas, 77023",77023,2021-05-08,29.7222507,-95.3261734
"6218 Gaston St, Houston, Texas, 77016",77016,2021-05-08,29.8876379,-95.2967537999999
"11402 Sagehollow Ln, Houston, Texas, 77089",77089,2021-05-08,29.5975613,-95.2154535
"4114 Hickok Ln, Houston, Texas, 77047",77047,2021-05-09,29.6313861,-95.3623267999999
"7101 Parker Rd, Houston, Texas, 77016",77016,2021-05-08,29.8574811,-95.3036549
"8544 Kellett St, Houston, Texas, 77028",77028,2021-05-08,29.8441597,-95.266444
"7633 Bellingham Dr, Houston, Texas, 77028",77028,2021-05-08,29.8453223,-95.2898536
"8311 Gulick Ln, Houston, Texas, 77075",77075,2021-05-09,29.6242394,-95.2702599
"11203 Beechnut St, Houston, Texas, 77072",77072,2021-05-09,29.6876673,-95.5748419999999
"8715 Berndale St, Houston, Texas, 77029",77029,2021-05-09,29.76649,-95.2693118
"3503 La Retama Dr, Houston, Texas, 77013",77013,2021-05-10,29.7941994,-95.2580172
"5204 Irving Way, Houston, Texas, 77087",77087,2021-05-10,29.6890026,-95.2967723
"4838 Culmore Dr, Houston, Texas, 77021",77021,2021-05-10,29.7025714,-95.3419784
"342 Woolworth St, Houston, Texas, 77020",77020,2021-05-10,29.7822568,-95.3087243
"16611 Quail Run Dr, Missouri City, Texas, 77489",77489,2021-05-10,29.5856771,-95.5147051
"7265 Cayton St, Houston, Texas, 77061",77061,2021-05-10,29.6590603,-95.2979266999999
"3619 Keeland St, Houston, Texas, 77093",77093,2021-05-11,29.8376759,-95.3321254
"15106 Ridingwood Dr, Missouri City, Texas, 77489",77489,2021-05-11,29.6071053,-95.5013994
"11047 Lafferty Oaks St, Houston, Texas, 77013",77013,2021-05-11,29.7781716,-95.2339679999999
"6010 Darlinghurst Dr, Houston, Texas, 77085",77085,2021-05-11,29.6239278999999,-95.4722312999999
"47 Chelsea Blvd, Houston, Texas, 77006",77006,2021-05-11,29.73052,-95.3900204
"2006 Walker St, Houston, Texas, 77003",77003,2021-05-11,29.7521418,-95.3555004999999
"5627 Doulton Dr, Houston, Texas, 77033",77033,2021-05-12,29.6720619,-95.3374779
"2107 Fletcher St, Houston, Texas, 77009",77009,2021-05-12,29.7780533999999,-95.3649861
"2504 Cleburne St, Houston, Texas, 77004",77004,2021-05-12,29.7278937,-95.3686736
"1319 Caplin St, Houston, Texas, 77022",77022,2021-05-12,29.8158831,-95.3549281999999
"8603 Valley Song Dr, Houston, Texas, 77078",77078,2021-05-11,29.8478984,-95.2312761
"102 Bedford St, Houston, Texas, 77012",77012,2021-05-12,29.7301109,-95.2915661999999
"3437 Goodhope St, Houston, Texas, 77021",77021,2021-05-12,29.6850793,-95.3762646
"7555 Bellaire Blvd, Houston, Texas, 77036",77036,2021-05-12,29.7041065,-95.5155585999999
"7703 S Loop Fwy E, Houston, Texas, 77012",77012,2021-05-12,29.7085112,-95.2709665
"8623 Tilgham St, Houston, Texas, 77029",77029,2021-05-13,29.7660083999999,-95.2717292
"9313 Rosstown Way, Houston, Texas, 77080",77080,2021-05-13,29.8008658,-95.5188202
"9954 Stella Link Rd, Houston, Texas, 77025",77025,2021-05-13,29.673583,-95.4401304
"9 Lake Forest Cir, Houston, Texas, 77078",77078,2021-05-13,29.8454241,-95.253064
"2203 Sakowitz St, Houston, Texas, 77020",77020,2021-05-13,29.7812553,-95.3137323
"5654 Westover St, Houston, Texas, 77033",77033,2021-05-13,29.6629357,-95.3379243999999
"4212 Oats St, Houston, Texas, 77020",77020,2021-05-13,29.7780351,-95.3273861
"12106 Gladewick Dr, Houston, Texas, 77077",77077,2021-05-14,29.7550439,-95.5944169
"3838 Westheimer Rd, Houston, Texas, 77027",77027,2021-05-13,29.7420957,-95.4428449
"2322 Cresline St, Houston, Texas, 77093",77093,2021-05-14,29.8605382999999,-95.3486341
"5129 Wilmington St, Houston, Texas, 77033",77033,2021-05-14,29.6555884,-95.3450479
"2736 Virginia St, Houston, Texas, 77098",77098,2021-05-14,29.7411186,-95.4214267
"410 Kress St, Houston, Texas, 77020",77020,2021-05-14,29.7815325,-95.3076571
"4222 Tavenor Ln, Houston, Texas, 77047",77047,2021-05-16,29.6335889,-95.3608756
"8501 Rayson Rd, Houston, Texas, 77080",77080,2021-05-17,29.825365,-95.4997193999999
"1200 Westheimer Rd, Houston, Texas, 77006",77006,2021-05-16,29.7448924,-95.393587
"6514 Nunn St, Houston, Texas, 77087",77087,2021-05-17,29.6699396,-95.309556
"11506 Leitrim Way, Houston, Texas, 77047",77047,2021-05-17,29.6350276,-95.3634146999999
"1407 Dorothy St, Houston, Texas, 77008",77008,2021-05-17,29.7963642,-95.4094052
"8117 Gulick Ln, Houston, Texas, 77075",77075,2021-05-17,29.6242228,-95.2741418
"5135 Court Rd, Houston, Texas, 77053",77053,2021-05-18,29.5882151,-95.4646138999999
"5920 Conley St, Houston, Texas, 77021",77021,2021-05-18,29.7012244,-95.3541589
"8623 Tilgham St, Houston, Texas, 77029",77029,2021-05-18,29.7660083999999,-95.2717292
"6810 Moss Rose St, Houston, Texas, 77087",77087,2021-05-18,29.7075033,-95.2976113
"8766 Cowart St, Houston, Texas, 77029",77029,2021-05-18,29.764663,-95.2669949
"1503 N Loop Fwy, Houston, Texas, 77022",77022,2021-05-18,29.8145798,-95.3794447
"4111 Bluegrass St, Houston, Texas, 77018",77018,2021-05-18,29.8239895,-95.4028518
"1602 Hamblen St, Houston, Texas, 77009",77009,2021-05-18,29.8066386,-95.3522136
"7305 Avenue L, Houston, Texas, 77011",77011,2021-05-18,29.7411774,-95.2923747999999
"1916 Baldwin St, Houston, Texas, 77002",77002,2021-05-18,29.7533599,-95.3769317
"401 Frisco St, Houston, Texas, 77022",77022,2021-05-18,29.8191235999999,-95.3673142
"5807 Doulton Dr, Houston, Texas, 77033",77033,2021-05-19,29.6721497,-95.3341683
"5827 Tautenhahn Rd, Houston, Texas, 77016",77016,2021-05-19,29.8734123,-95.303124
"11215 Sagewind Dr, Houston, Texas, 77089",77089,2021-05-19,29.5894481,-95.2238385
"4822 Winnetka St, Houston, Texas, 77021",77021,2021-05-19,29.7057262,-95.3408286
"7647 Oak Vista St, Houston, Texas, 77087",77087,2021-05-19,29.6796638,-95.2874361
"5209 Lockwood Dr, Houston, Texas, 77026",77026,2021-05-20,29.8081837,-95.3177453999999
"139 County Fair Dr, Houston, Texas, 77060",77060,2021-05-20,29.927875,-95.4047432
"2202 Caroline St, Houston, Texas, 77002",77002,2021-05-20,29.7461891,-95.3699716
"5007 Northridge Dr, Houston, Texas, 77033",77033,2021-05-20,29.6715008,-95.3480618999999
"4210 Knotty Oaks Trl, Houston, Texas, 77045",77045,2021-05-20,29.6330913,-95.4414403
"2202 South Blvd, Houston, Texas, 77098",77098,2021-05-20,29.7266288,-95.4107569
"3354 Airport Blvd, Houston, Texas, 77051",77051,2021-05-21,29.6435791,-95.3734482
"4312 Crane St, Houston, Texas, 77026",77026,2021-05-21,29.7967443,-95.3263554
"4801 Airport Blvd, Houston, Texas, 77048",77048,2021-05-21,29.6479675,-95.3542787999999
"150 E West Rd, Houston, Texas, 77060",77060,2021-05-20,29.916151,-95.4012877999999
"11326 Sagemeadow Ln, Houston, Texas, 77089",77089,2021-05-21,29.5867742999999,-95.2239147999999
"1029 Cimarron St, Houston, Texas, 77015",77015,2021-05-21,29.775693,-95.1897511999999
"7989 Cinderella St, Houston, Texas, 77028",77028,2021-05-21,29.8126604,-95.2813621999999
"7327 Kopman Dr, Houston, Texas, 77061",77061,2021-05-21,29.6505868,-95.3046135
"10510 Bucknell Rd, Houston, Texas, 77016",77016,2021-05-21,29.8646723,-95.3075345
"1803 Ryon St, Houston, Texas, 77009",77009,2021-05-21,29.7857551,-95.3506776
"6923 Schley St, Houston, Texas, 77087",77087,2021-05-21,29.7123562,-95.2958555
"8111 Rockford Dr, Houston, Texas, 77033",77033,2021-05-21,29.6655881,-95.3424632
"1601 Ronson Rd, Houston, Texas, 77055",77055,2021-05-22,29.7982868,-95.4993916
"12735 Saranac Dr, Houston, Texas, 77089",77089,2021-05-22,29.5864612,-95.1916708999999
"5334 Wilmington St, Houston, Texas, 77033",77033,2021-05-22,29.6552458,-95.3403790999999
"9955 Main St, Houston, Texas, 77025",77025,2021-05-22,29.6767749,-95.4275481999999
"7889 Gallahad St, Houston, Texas, 77078",77078,2021-05-23,29.8526997,-95.2834168
"3869 Wichita St, Houston, Texas, 77004",77004,2021-05-23,29.7132375,-95.351495
"4506 Tonawanda Dr, Houston, Texas, 77035",77035,2021-05-24,29.6664176,-95.4531662
"2915 Chicago St, Houston, Texas, 77017",77017,2021-05-24,29.6986511,-95.2740149
"12022 Sherrill Dr, Houston, Texas, 77089",77089,2021-05-24,29.5885171,-95.1967248999999
"2820 White Oak Dr, Houston, Texas, 77007",77007,2021-05-24,29.781853,-95.3896607
"1916 Baldwin St, Houston, Texas, 77002",77002,2021-05-24,29.7533599,-95.3769317
"7403 Buena Vista St, Houston, Texas, 77087",77087,2021-05-24,29.6825546,-95.29427
"1501 Ennis St, Houston, Texas, 77003",77003,2021-05-24,29.7425337,-95.3507788
"1115 Gober St, Houston, Texas, 77017",77017,2021-05-25,29.6955549,-95.2497793
"7004 Conley St, Houston, Texas, 77021",77021,2021-05-25,29.6885957,-95.3594653999999
"12027 Rhinebeck Dr, Houston, Texas, 77089",77089,2021-05-26,29.5860375999999,-95.2001117
"1200 Westheimer Rd, Houston, Texas, 77006",77006,2021-05-26,29.7448924,-95.393587
"3812 Lee St, Houston, Texas, 77026",77026,2021-05-26,29.7817403,-95.3319767
"911 Tidwell Rd, Houston, Texas, 77022",77022,2021-05-26,29.8466569999999,-95.3647591
"3923 Daphne St, Houston, Texas, 77021",77021,2021-05-26,29.6951689,-95.3598332999999
"3354 Chevy Chase Dr, Houston, Texas, 77019",77019,2021-05-26,29.7489351999999,-95.4294858
"16610 Quail Briar Dr, Missouri City, Texas, 77489",77489,2021-05-27,29.5857318,-95.516043
"5815 Cartagena St, Houston, Texas, 77035",77035,2021-05-27,29.6499991,-95.4903264
"1114 Murrayhill Dr, Houston, Texas, 77043",77043,2021-05-27,29.7896599999999,-95.5500386
"7641 Sundown Dr, Houston, Texas, 77028",77028,2021-05-27,29.843666,-95.2890439999999
"8301 Spaulding St, Houston, Texas, 77016",77016,2021-05-27,29.8358709,-95.3074937
"1211 Farwood St, Houston, Texas, 77009",77009,2021-05-27,29.7871503,-95.3697301
"7301 Colton St, Houston, Texas, 77016",77016,2021-05-28,29.8623449,-95.297282
"217 Avondale St, Houston, Texas, 77006",77006,2021-05-28,29.7457257,-95.3841806
"1612 71st St, Houston, Texas, 77011",77011,2021-05-28,29.745579,-95.2955760999999
"7110 Pinehook Ln, Houston, Texas, 77016",77016,2021-05-30,29.8797301,-95.2837706999999
"10818 W Bellfort Ave, Houston, Texas, 77099",77099,2021-05-29,29.6555866,-95.5697579
"12703 Sandrock Dr, Houston, Texas, 77048",77048,2021-05-29,29.6248018,-95.3438788999999
"7111 Will Clayton Pkwy, Humble, Texas, 77338",77338,2021-05-30,29.9839119,-95.2807548
"3869 Wichita St, Houston, Texas, 77004",77004,2021-05-30,29.7132375,-95.351495
"6522 Hartwick Rd, Houston, Texas, 77016",77016,2021-05-30,29.8838782,-95.2916092
"3616 Delano St, Houston, Texas, 77004",77004,2021-05-30,29.7296065,-95.3641562999999
"8244 Detroit St, Houston, Texas, 77017",77017,2021-05-31,29.6955114,-95.2730641
"2620 Arbor St, Houston, Texas, 77004",77004,2021-05-31,29.7222003,-95.3710725
"3927 Lowden St, Houston, Texas, 77051",77051,2021-05-31,29.6698062,-95.3665783
"6107 Newquay St, Houston, Texas, 77085",77085,2021-06-01,29.6178137,-95.4750184999999
"6326 Grapevine St, Houston, Texas, 77085",77085,2021-06-01,29.6164553,-95.4793991
"7930 Pardee St, Houston, Texas, 77028",77028,2021-06-01,29.805897,-95.2829549
"15122 Carol Chase Cir, Missouri City, Texas, 77489",77489,2021-06-01,29.6065978999999,-95.5027516999999
"7622 W Knoll St, Houston, Texas, 77028",77028,2021-06-01,29.8347639,-95.2900986
"2807 Truxillo St, Houston, Texas, 77004",77004,2021-06-02,29.7279632,-95.3646698
"251 W Twickenham Trl, Houston, Texas, 77076",77076,2021-06-02,29.8619365,-95.4019173
"5934 Greenpark Manor Ln, Houston, Texas, 77085",77085,2021-06-02,29.6321912,-95.4732552
"8430 Compton St, Houston, Texas, 77016",77016,2021-06-02,29.8380363,-95.3074529
"5312 Clarewood Dr, Houston, Texas, 77081",77081,2021-06-02,29.7101411,-95.4733166
"12314 River Trail Dr, Houston, Texas, 77050",77050,2021-06-02,29.9021136,-95.2919766999999
"704 Evanston St, Houston, Texas, 77015",77015,2021-06-02,29.783894,-95.1832769
"9030 Kerrwood Ln, Houston, Texas, 77080",77080,2021-06-02,29.8125282,-95.5158646
"12327 Fairmeadow Dr, Houston, Texas, 77071",77071,2021-06-02,29.642827,-95.5130848
"2834 Durban Dr, Houston, Texas, 77043",77043,2021-06-03,29.824674,-95.5519047
"12706 Ashford Creek Dr, Houston, Texas, 77082",77082,2021-06-03,29.73448,-95.6097808999999
"3102 Beran Dr, Houston, Texas, 77045",77045,2021-06-03,29.6313797,-95.4225725
"6301 Crane St, Houston, Texas, 77026",77026,2021-06-03,29.7973047,-95.3063763
"16607 Quail Briar Dr, Missouri City, Texas, 77489",77489,2021-06-03,29.5858253,-95.5155245999999
"8143 Niles St, Houston, Texas, 77017",77017,2021-06-03,29.6846285,-95.2727089999999
"1381 Kingwood Dr, Kingwood, Texas, 77339",77339,2021-06-03,30.0507307,-95.2355384
"6330 Cobalt St, Houston, Texas, 77016",77016,2021-06-04,29.8855723,-95.294519
"6502 Hawkeye Ct, Houston, Texas, 77049",77049,2021-06-04,29.8199028,-95.2054850999999
"623 E 37th St, Houston, Texas, 77022",77022,2021-06-04,29.8199868,-95.3915624999999
"13410 Woodring Dr, Houston, Texas, 77045",77045,2021-06-04,29.6337783,-95.4291626
"3838 Prudence Dr, Houston, Texas, 77045",77045,2021-06-04,29.6249983,-95.4351367
"16134 Bowridge Ln, Houston, Texas, 77053",77053,2021-06-04,29.5932071999999,-95.4795185
"5670 Belneath St, Houston, Texas, 77033",77033,2021-06-04,29.6622345,-95.3371116
"830 Henke St, Houston, Texas, 77020",77020,2021-06-05,29.7735975,-95.3066016
"4718 Brookston St, Houston, Texas, 77045",77045,2021-06-05,29.6368397,-95.4521082
"5135 Court Rd, Houston, Texas, 77053",77053,2021-06-05,29.5882151,-95.4646138999999
"9227 Lake Park Dr, Houston, Texas, 77078",77078,2021-06-04,29.8458138,-95.2616898
"1020 Waverly St, Houston, Texas, 77008",77008,2021-06-06,29.7895217,-95.4042528999999
"419 Cosmos St, Houston, Texas, 77009",77009,2021-06-06,29.7893819,-95.3657665
"1612 Crestdale Dr, Houston, Texas, 77080",77080,2021-06-06,29.8008251,-95.5304592
"618 Grenfell Ln, Houston, Texas, 77076",77076,2021-06-07,29.8652593,-95.3711573
"704 Evanston St, Houston, Texas, 77015",77015,2021-06-07,29.783894,-95.1832769
"10525 Bucknell Rd, Houston, Texas, 77016",77016,2021-06-07,29.8653056,-95.3079266
"4102 Mangum Rd, Houston, Texas, 77092",77092,2021-06-07,29.8279639,-95.4614402999999
"12614 Ashford Meadow Dr, Houston, Texas, 77082",77082,2021-06-07,29.734047,-95.607581
"3354 Chevy Chase Dr, Houston, Texas, 77019",77019,2021-06-07,29.7489351999999,-95.4294858
"8742 Tilgham St, Houston, Texas, 77029",77029,2021-06-08,29.7653876,-95.268056
"215 Kress St, Houston, Texas, 77020",77020,2021-06-07,29.7846176,-95.3071686
"3305 Vintage St, Houston, Texas, 77026",77026,2021-06-08,29.8033945999999,-95.3359251999999
"12314 River Trail Dr, Houston, Texas, 77050",77050,2021-06-07,29.9021136,-95.2919766999999
"4822 Winnetka St, Houston, Texas, 77021",77021,2021-06-08,29.7057262,-95.3408286
"2555 S Braeswood Blvd, Houston, Texas, 77025",77025,2021-06-08,29.6951978,-95.417478
"6506 Glen Rock Dr, Houston, Texas, 77087",77087,2021-06-08,29.6695551,-95.3134596
"2202 South Blvd, Houston, Texas, 77098",77098,2021-06-08,29.7266288,-95.4107569
"4034 Reid St, Houston, Texas, 77026",77026,2021-06-08,29.8149353,-95.3303684999999
"9216 Ashville Dr, Houston, Texas, 77051",77051,2021-06-08,29.6573022,-95.3722203
"6502 Hawkeye Ct, Houston, Texas, 77049",77049,2021-06-08,29.8199028,-95.2054850999999
"3800 Canfield St, Houston, Texas, 77004",77004,2021-06-08,29.7216208,-95.3547749999999
"217 Avondale St, Houston, Texas, 77006",77006,2021-06-09,29.7457257,-95.3841806
"4810 Old Brickhouse Dr, Houston, Texas, 77041",77041,2021-06-09,29.8387977,-95.5474046
"226 Turner Dr, Houston, Texas, 77076",77076,2021-06-09,29.8517892,-95.3750963999999
"7226 Wiley Rd, Houston, Texas, 77016",77016,2021-06-09,29.8585623,-95.2981451
"3130 North Fwy, Houston, Texas, 77009",77009,2021-06-09,29.807157,-95.3724915999999
"12341 Dumas St, Houston, Texas, 77034",77034,2021-06-09,29.6274806,-95.2049959
"6300 W Bellfort Ave, Houston, Texas, 77035",77035,2021-06-09,29.6582978,-95.5028131999999
"4204 S Shaver St, Houston, Texas, 77034",77034,2021-06-09,29.6468415,-95.2082739
"8510 Brock Park Blvd, Houston, Texas, 77078",77078,2021-06-09,29.8476588,-95.2379041
"9216 Ashville Dr, Houston, Texas, 77051",77051,2021-06-10,29.6573022,-95.3722203
"4718 Newpark Dr, Houston, Texas, 77041",77041,2021-06-10,29.8372021,-95.5540784
"4102 Mowery Rd, Houston, Texas, 77047",77047,2021-06-10,29.6358271,-95.3630216999999
"8762 Cowart St, Houston, Texas, 77029",77029,2021-06-10,29.7646782,-95.2671786
"4034 Reid St, Houston, Texas, 77026",77026,2021-06-10,29.8149353,-95.3303684999999
"12831 Glenhollow Dr, Houston, Texas, 77048",77048,2021-06-10,29.6229589,-95.3462637
"7546 Buena Vista St, Houston, Texas, 77087",77087,2021-06-10,29.6825406,-95.2905511
"1701 Spring St, Houston, Texas, 77007",77007,2021-06-10,29.7749869,-95.3749596999999
"15122 Carol Chase Cir, Missouri City, Texas, 77489",77489,2021-06-10,29.6065978999999,-95.5027516999999
"1321 Studewood St, Houston, Texas, 77008",77008,2021-06-11,29.7951696,-95.3881884
"10903 Lockgate Ln, Houston, Texas, 77048",77048,2021-06-11,29.6408083,-95.3503097
"8719 Fannette St, Houston, Texas, 77029",77029,2021-06-11,29.7672414999999,-95.2691280999999
"1701 Spring St, Houston, Texas, 77007",77007,2021-06-11,29.7749869,-95.3749596999999
"5531 N Wayside Dr, Houston, Texas, 77028",77028,2021-06-11,29.8117842,-95.284885
"7108 Avenue J, Houston, Texas, 77011",77011,2021-06-11,29.7406584,-95.2967299
"3235 Rosedale St, Houston, Texas, 77004",77004,2021-06-11,29.7181678,-95.36515
"6610 Beldart St, Houston, Texas, 77087",77087,2021-06-11,29.6632862,-95.3115164
"6406 E Linpar Ct, Houston, Texas, 77040",77040,2021-06-12,29.855351,-95.5056439999999
"4220 Laura Koppe Rd, Houston, Texas, 77016",77016,2021-06-12,29.8400274,-95.3252208999999
"10310 Cathedral Dr, Houston, Texas, 77051",77051,2021-06-12,29.6472464,-95.3754508999999
"6002 Pate Rd, Houston, Texas, 77016",77016,2021-06-12,29.8549291,-95.3111862999999
"9415 Springview Ln, Houston, Texas, 77080",77080,2021-06-14,29.8293155,-95.5244534
"3211 Jorns St, Houston, Texas, 77045",77045,2021-06-14,29.6301226,-95.4246186
"5383 De Soto St, Houston, Texas, 77091",77091,2021-06-14,29.8542183,-95.4674191
"5206 Ridgeway Dr, Houston, Texas, 77033",77033,2021-06-14,29.6709505,-95.3449151
"10903 Lockgate Ln, Houston, Texas, 77048",77048,2021-06-14,29.6408083,-95.3503097
"2018 Common St, Houston, Texas, 77009",77009,2021-06-14,29.7801635,-95.3575078
"4807 Pederson St, Houston, Texas, 77033",77033,2021-06-14,29.6537341,-95.3521488999999
"6203 Kirkwood St, Houston, Texas, 77022",77022,2021-06-14,29.8149922,-95.3732194
"5772 Hollister St, Houston, Texas, 77040",77040,2021-06-14,29.8520353,-95.5043089
"10700 S Gessner Dr, Houston, Texas, 77071",77071,2021-06-15,29.6884082,-95.5314770999999
"3510 Mount Pleasant St, Houston, Texas, 77021",77021,2021-06-14,29.6875444,-95.3735359
"7414 Canal St, Houston, Texas, 77011",77011,2021-06-15,29.7367471,-95.2919812
"7429 Long Point Rd, Houston, Texas, 77055",77055,2021-06-15,29.8016812999999,-95.4773101
"12613 Dorwayne Ct, Houston, Texas, 77015",77015,2021-06-15,29.7644814,-95.2122828
"10818 W Bellfort Ave, Houston, Texas, 77099",77099,2021-06-15,29.6555866,-95.5697579
"5623 Overdale St, Houston, Texas, 77033",77033,2021-06-15,29.6571197,-95.3375981
"1513 Gentry St, Houston, Texas, 77009",77009,2021-06-15,29.7740366,-95.3572172
"3619 Keeland St, Houston, Texas, 77093",77093,2021-06-15,29.8376759,-95.3321254
"4650 Clover St, Houston, Texas, 77051",77051,2021-06-15,29.6603797,-95.3566036
"12814 Nyack Dr, Houston, Texas, 77089",77089,2021-06-15,29.5928119,-95.1967287
"8506 Triple Crown Dr, Houston, Texas, 77071",77071,2021-06-16,29.6445851,-95.5262429
"3710 Lehall St, Houston, Texas, 77021",77021,2021-06-16,29.6890441,-95.3673551
"8402 Banting St, Houston, Texas, 77078",77078,2021-06-16,29.8374852,-95.2477761999999
"9331 Laura Koppe Rd, Houston, Texas, 77078",77078,2021-06-16,29.8400724999999,-95.2484698
"3121 Hillcroft Ave, Houston, Texas, 77057",77057,2021-06-17,29.7323273,-95.5009781999999
"4838 Ridgestone Ln, Houston, Texas, 77053",77053,2021-06-17,29.5901635,-95.4556463
"11254 Spottswood Dr, Houston, Texas, 77016",77016,2021-06-17,29.88278,-95.289772
"1605 Ronson Rd, Houston, Texas, 77055",77055,2021-06-17,29.7985122,-95.4993916
"7114 Evans St, Houston, Texas, 77061",77061,2021-06-17,29.6532777999999,-95.300426
"12810 Samuel Ln, Houston, Texas, 77015",77015,2021-06-17,29.7601881,-95.2008342
