test_MSE,test_RMSE,test_MAE,test_MAPE,test_Exact_Match,test_Within_1,test_Within_2,train_MSE,train_RMSE,train_MAE,train_MAPE,train_Exact_Match,train_Within_1,train_Within_2
0.13429504536750034,0.3664628840244266,0.3278500702624841,301696390922.56964,0.916497975708502,0.9964574898785425,0.9987348178137652,0.40983303662843534,0.6401820339781766,0.4634674774338782,231723641253.23917,0.7442825339000202,0.9494029548674358,0.9875531268973892
