test_MSE,test_RMSE,test_MAE,test_MAPE,test_Exact_Match,test_Within_1,test_Within_2,train_MSE,train_RMSE,train_MAE,train_MAPE,train_Exact_Match,train_Within_1,train_Within_2
1.9987426024477553,1.413768935310065,1.084418689423843,568994787263.9778,0.22418702232878765,0.8047355012737899,0.9472501123932264,1.1343794739246769,1.0650725205002132,0.5393119773966738,245527627696.4882,0.6729103605358587,0.9005004945005545,0.9623280486708424
