test_MSE,test_RMSE,test_MAE,test_MAPE,test_Exact_Match,test_Within_1,test_Within_2,train_MSE,train_RMSE,train_MAE,train_MAPE,train_Exact_Match,train_Within_1,train_Within_2
11.737940630219374,3.4260678087596825,2.704157231685498,864450420795.9785,0.09957627118644068,0.3103813559322034,0.5434322033898306,8.024102775539463,2.832684729287653,1.554041722442507,558244378498.9795,0.47850031772929463,0.6830120737131964,0.7731412836263504
