test_MSE,test_RMSE,test_MAE,test_MAPE,test_Exact_Match,test_Within_1,test_Within_2,train_MSE,train_RMSE,train_MAE,train_MAPE,train_Exact_Match,train_Within_1,train_Within_2
0.7996462473475934,0.8942294153893582,0.6873105980510865,397578306012.26654,0.43232323232323233,0.9403666292555182,0.980546202768425,0.43725297919288686,0.6612510712224872,0.3222555689340523,159676211138.19672,0.7781818181818182,0.9605836139169472,0.9855592966704078
