test_MSE,test_RMSE,test_MAE,test_MAPE,test_Exact_Match,test_Within_1,test_Within_2,train_MSE,train_RMSE,train_MAE,train_MAPE,train_Exact_Match,train_Within_1,train_Within_2
3.5262176203960442,1.8778225742588261,1.4460863204798577,649660060423.4291,0.17357980162308387,0.6293958521190262,0.8604598737601443,2.0652751239421554,1.4371065109942809,0.7462669812961634,308966739345.3324,0.6394248106743599,0.8277587450414713,0.9232329606923909
