test_MSE,test_RMSE,test_MAE,test_MAPE,test_Exact_Match,test_Within_1,test_Within_2,train_MSE,train_RMSE,train_MAE,train_MAPE,train_Exact_Match,train_Within_1,train_Within_2
0.07109421690982046,0.2666349881576318,0.2267429164058564,206850117214.69092,0.9663582842724979,0.9976450798990748,0.9996635828427249,0.25873815417832924,0.5086631047936633,0.3394592959626015,169729647994.83066,0.8274632488983079,0.9706663975510479,0.9942812931005484
