test_MSE,test_RMSE,test_MAE,test_MAPE,test_Exact_Match,test_Within_1,test_Within_2,train_MSE,train_RMSE,train_MAE,train_MAPE,train_Exact_Match,train_Within_1,train_Within_2
0.48790744081016796,0.6985037156738452,0.6372577917394825,603418946181.1997,0.30677764565992865,0.9845422116527943,0.9994054696789536,1.136781485231126,1.0661995522561083,0.7943854647642208,388274494749.2941,0.34308131241084167,0.9152401331431289,0.9709938183547313
