test_MSE,test_RMSE,test_MAE,test_MAPE,test_Exact_Match,test_Within_1,test_Within_2,train_MSE,train_RMSE,train_MAE,train_MAPE,train_Exact_Match,train_Within_1,train_Within_2
0.02436996143842323,0.15610881281472622,0.11741800803633196,105971952279.53079,0.9876543209876543,0.9993281263122533,0.9999160157890317,0.12078756349643159,0.34754505247008133,0.1877067554976216,93853377757.06642,0.9070966658268246,0.9898547073150248,0.9984714873603763
